;GSM237280.CEL;GSM237281.CEL;GSM237282.CEL;GSM237283.CEL;GSM237292.CEL;GSM237293.CEL;GSM237294.CEL;GSM237295.CEL;
250621_at;8.75344;8.69611;8.5864;8.52462;8.05798;8.23964;8.26153;8.18616;
250622_at;3.35959;3.35595;3.61632;3.33426;3.37195;3.55379;3.53767;3.99055;
250623_at;7.12878;7.33644;7.13446;7.29359;7.29155;7.64741;7.67905;7.72491;
250624_at;4.62507;4.70354;4.35391;4.41233;4.07051;4.14889;3.9437;4.06981;
250625_at;7.83861;7.55733;7.99901;7.83063;6.76425;7.39343;7.34911;7.15278;
250626_at;9.5718;9.41587;9.42468;9.71935;8.72503;8.84933;8.61552;8.59476;
250627_at;8.05006;8.26954;7.75996;7.83634;6.94106;7.04736;7.19753;7.30125;
250628_at;4.21981;4.20775;4.29727;4.22571;4.23822;4.32902;4.51153;4.39937;
250629_at;4.71215;4.73598;4.90645;4.74172;4.31184;4.2649;4.49245;4.57473;
250630_at;6.21661;5.88584;6.16067;6.03249;5.68002;5.97733;6.0297;5.50596;
250631_at;4.00047;4.09337;4.53183;4.10125;4.03818;3.84504;4.05698;3.62975;
250632_at;5.54726;5.99977;4.83208;4.8222;4.55197;4.86213;4.61545;4.31393;
250633_at;9.3358;9.46637;10.00354;9.89265;8.07576;7.35686;6.74747;6.94379;
250634_at;4.44993;4.35501;4.41982;4.30615;4.31965;4.39063;4.29729;4.37003;
250635_at;4.10302;4.06594;4.17277;3.88466;4.18164;4.56206;4.30256;4.14846;
250636_at;3.2009;3.41615;3.22239;3.16759;3.41947;3.17449;3.25657;3.19609;
250637_at;5.20323;4.93089;5.13257;4.91362;5.48169;5.78836;5.62235;5.63537;
250638_at;4.0968;3.93413;4.08949;3.72287;4.07639;4.31278;4.60819;4.20687;
250639_at;5.07637;5.07549;4.431;4.46367;4.21687;4.1373;4.3691;4.08804;
250605_at;7.18188;7.38734;6.05516;6.34211;4.51686;3.95581;4.04577;4.10885;
250606_s_at;2.97036;2.9197;2.83666;2.88991;2.95544;3.05802;2.97918;3.01857;
250607_at;8.36936;8.32473;8.33094;8.03122;8.5809;8.74538;9.10364;9.09915;
250608_at;3.65821;3.63567;3.74271;3.60522;3.56997;3.66776;3.4628;3.62318;
250609_at;9.37125;9.56406;9.23733;9.38346;8.20248;7.02912;7.59232;8.24635;
250610_at;3.9019;3.77748;3.99615;3.93545;3.933;3.88353;3.71564;3.86039;
250580_at;11.63751;11.52041;11.34918;11.44732;8.03798;8.85757;8.89345;8.0655;
250581_at;8.4278;8.23626;8.38724;8.2545;8.01043;8.16313;7.69199;8.13145;
250582_at;7.68962;7.43862;7.80883;7.9348;7.7574;7.18324;7.69869;7.51774;
250583_at;3.85085;3.88638;3.88852;3.90383;4.20793;3.73933;3.87909;3.86586;
250584_at;7.60099;7.57945;7.47539;7.60755;7.55843;7.47982;7.24432;7.47565;
250585_at;4.81039;4.54904;4.52151;4.59075;4.42803;4.0172;4.05688;4.2891;
250586_at;6.9735;6.84644;7.04596;6.81212;7.62125;7.78863;7.30935;7.07075;
250587_at;4.27438;4.22236;4.42331;4.22065;4.40593;4.4352;4.49727;4.47015;
250588_at;4.38941;4.08876;4.06079;4.32839;4.07912;4.65647;4.44829;4.45676;
250589_at;4.35713;4.52577;4.77257;4.73012;6.37325;6.85286;4.91227;5.00129;
250590_at;5.92638;6.29646;6.01251;6.10969;5.7837;5.75718;6.24667;5.64054;
250591_at;4.95325;5.00324;4.60965;4.79749;4.64735;4.69515;4.62934;4.78301;
250592_at;7.00769;6.96132;7.20617;7.09274;6.1812;6.55888;6.5741;6.36021;
250593_at;5.16816;5.02125;5.29287;5.06627;5.07076;5.17952;5.20357;5.36305;
250594_at;3.05783;3.136;3.01395;3.07964;2.906;3.02877;3.38739;3.14932;
250595_at;6.44694;6.51887;6.24675;6.34211;6.3758;5.88387;5.68467;6.05458;
250596_at;4.495;4.67531;4.37227;4.31175;4.27576;4.19255;4.20823;4.1202;
250597_at;7.63893;7.38194;6.95487;6.67697;4.03917;3.98303;4.1421;4.18136;
250598_at;4.00692;4.44785;4.59253;4.42147;8.1675;8.62915;6.62857;6.20711;
250599_at;6.4162;6.57532;6.6041;6.56973;6.22873;6.06975;5.88974;5.94986;
250600_at;5.64845;5.96301;5.56192;5.72594;6.25183;6.84376;6.14787;5.66082;
250601_at;5.16251;5.34884;5.07179;5.49917;4.9321;5.74782;5.17705;5.30392;
250602_s_at;7.55139;7.76125;7.58693;7.50848;7.41328;7.45395;7.35842;7.47622;
250603_at;6.66473;6.64648;6.69348;6.28618;4.76108;5.62291;6.49461;5.51598;
250604_at;7.87991;7.88941;7.64724;7.87853;7.80977;8.35587;8.69449;8.51074;
250577_at;7.27479;7.26112;7.2257;7.28316;7.33062;7.02715;7.25954;7.22216;
250578_at;3.883;3.86593;4.01434;3.96506;3.96898;4.1719;4.02698;3.69021;
250579_at;3.59488;3.56174;3.56174;3.54002;3.42159;3.55672;3.75056;3.65385;
250549_at;8.35398;8.59642;8.41057;8.76306;8.56507;8.51694;8.31833;8.47543;
250550_at;8.52281;8.61893;8.79435;8.55167;6.42686;6.24811;6.14514;6.03832;
250551_at;4.6166;4.53907;4.54958;4.67411;4.46051;4.39801;4.79263;4.70596;
250552_at;7.26259;7.23618;6.90504;6.98174;7.58047;8.21411;8.12459;7.88436;
250553_at;9.58552;9.64518;9.45811;9.41999;7.6295;6.71437;6.83814;7.13217;
250554_at;5.94533;5.87663;5.93437;5.67313;7.70432;7.50544;7.3112;7.42761;
250555_at;5.51696;5.7791;5.44885;5.41427;6.41579;6.3554;6.76637;6.67838;
250556_at;7.50634;7.69778;7.95848;7.84775;6.32566;6.76355;6.73599;6.4739;
250557_at;7.16701;7.38676;6.97351;7.17812;7.08494;6.90864;7.19029;7.38349;
250558_at;5.19992;5.10822;5.14728;5.0903;5.59162;5.31359;5.10469;5.26262;
250559_at;6.02552;6.04756;5.5792;5.70809;6.9965;7.80237;7.60705;7.38216;
250560_at;6.34029;6.49072;6.61208;6.71476;6.80435;7.212;6.87317;6.59769;
250561_at;3.85196;3.79645;3.44783;3.72287;7.00124;7.49642;8.09892;7.68269;
250562_at;9.53282;9.74193;9.43314;9.75651;9.08614;8.92862;9.04901;9.00988;
250563_at;6.94483;6.99011;6.47391;6.38008;11.14448;11.05766;11.01574;11.04976;
250564_at;9.20716;9.23663;9.3875;9.45218;8.90239;7.93055;8.02069;8.84698;
250565_at;6.32707;6.29824;6.34038;6.09112;7.85971;7.42172;6.9076;7.18801;
250566_at;3.53802;3.60507;3.82674;3.85088;4.81608;4.7317;4.46987;4.65765;
250567_at;4.64321;4.80611;4.93459;4.8054;4.79561;4.7506;4.83167;4.4706;
250568_at;6.41195;6.53129;6.47558;6.7416;6.84109;7.5762;7.41361;7.07057;
250569_at;8.07504;7.88502;8.01083;7.79809;6.75758;7.47621;7.34893;7.21709;
250570_at;7.59591;7.55009;7.11668;7.28043;8.06265;8.42849;8.69709;8.49435;
250571_at;6.37525;6.34503;6.36913;6.40733;6.12306;6.94945;6.72883;6.65534;
250572_at;5.68134;5.87408;5.14464;5.39042;6.14666;6.11779;6.37846;6.29985;
250573_at;4.20097;4.25968;4.17138;4.30195;4.08258;3.9541;4.02995;4.03587;
250574_at;5.93429;5.73541;6.13828;5.57434;5.52987;6.10757;5.53281;5.52572;
250575_at;10.17269;10.09999;9.92506;10.20993;5.55465;5.22037;5.5532;5.41794;
250576_at;5.43453;5.30094;5.0691;4.84289;3.89907;4.03697;4.04695;4.04357;
250542_at;5.54609;6.06997;5.65288;6.05108;5.73432;6.20248;5.82436;5.7706;
250543_at;6.69762;6.65172;6.58189;6.74011;6.60385;6.89316;6.63802;6.46454;
250544_at;9.0582;9.09251;9.00245;9.0091;9.0531;9.1903;9.23027;8.96501;
250545_at;9.78255;9.70983;9.99024;9.87587;8.59277;8.56246;8.31858;8.42738;
250546_at;9.03435;9.03066;9.29292;9.20361;9.19584;8.57454;8.34311;9.04185;
250547_at;8.59318;8.57228;8.45526;8.5365;7.98078;7.81728;8.19614;8.25436;
250548_at;7.38216;7.46863;7.2262;7.23428;7.35049;7.57881;7.58034;7.34206;
250517_at;8.49502;8.50402;8.09069;8.06815;8.7207;8.48706;8.44596;8.63491;
250518_at;7.64654;7.73269;7.16339;7.31134;7.19404;7.69476;7.80483;7.49831;
250519_at;4.49997;4.52432;4.48692;4.46746;5.1528;5.13917;5.25068;5.18123;
250520_at;6.10507;6.17504;6.24464;5.9823;6.50806;6.44637;6.56298;6.61687;
250521_at;3.36235;3.30057;3.23063;3.35815;3.45457;3.34822;3.48506;3.38035;
250522_at;8.50981;8.55226;8.97645;8.97655;7.87319;7.88909;8.15979;8.29027;
250523_at;6.40714;6.49654;6.48183;6.44311;6.44628;6.25436;6.57742;6.46845;
250524_at;7.76857;7.88631;7.65351;7.41908;8.56043;8.84762;8.37607;8.21177;
250525_at;7.14643;7.27426;7.09393;7.13007;7.50114;7.31927;7.27866;7.23037;
250526_at;9.56653;9.46428;9.6;9.69911;9.61317;9.71859;10.17305;10.10899;
250527_at;8.63741;8.76393;8.65616;8.68015;8.38474;7.92796;8.00912;8.45838;
250528_at;3.63567;3.97261;3.66591;3.90492;4.44206;5.18;5.33009;4.63579;
250529_at;6.23754;6.17216;6.35377;6.45683;9.19907;9.12957;8.6832;8.84771;
250530_at;5.90114;5.71576;6.11739;5.90854;6.35443;6.80364;6.79683;6.5044;
250531_at;5.93195;6.05444;5.95195;6.08728;9.86586;10.13986;10.15965;9.86874;
250532_at;5.42193;5.71743;5.5002;5.71262;7.28609;7.66987;7.73799;7.84202;
250533_at;9.26407;9.08959;8.33906;8.23654;7.95665;7.71854;7.54783;7.55054;
250534_at;10.98125;10.87174;10.86241;10.85082;10.59238;10.05412;10.06774;10.67563;
250535_at;4.05884;3.96824;4.04515;3.93832;3.9124;4.21493;4.21187;3.94707;
250536_at;7.49118;7.64054;7.30569;7.44599;7.2093;7.51014;7.56528;7.33874;
250537_at;5.69656;5.94813;5.71569;5.89116;4.95256;5.01701;5.19184;4.66706;
250538_at;8.2357;8.298;8.06619;8.38039;8.70696;8.92599;8.48011;8.26439;
250539_at;9.29135;9.07016;9.15717;9.02398;8.6327;8.91675;8.85494;8.95543;
250540_at;7.63273;7.83529;7.7662;7.81674;7.39892;7.80822;7.43286;7.14901;
250541_at;8.86686;8.69161;8.15424;8.14881;4.13651;4.10869;4.05248;3.94775;
250514_at;4.17843;4.02137;4.47105;4.10583;4.00675;3.46087;3.72287;3.75561;
250515_at;6.40729;6.0463;6.39431;6.4291;6.51217;6.58785;7.72626;7.64664;
250516_at;9.0839;9.17603;8.94893;8.76286;8.87652;8.65923;9.09059;9.40633;
250486_at;7.22984;7.04667;6.54646;6.7882;7.53316;7.9933;8.41752;8.04206;
250487_at;6.7869;6.45687;6.26555;6.37554;5.04886;5.87169;5.96272;5.42941;
250488_at;3.78684;3.91867;3.89624;3.77418;3.96578;3.79677;4.04062;3.85797;
250489_s_at;5.35692;5.27157;5.2763;5.09334;5.15221;5.44567;5.04603;5.0002;
250490_at;8.46734;8.56134;8.19424;8.21088;9.06325;9.27036;9.04587;9.08882;
250491_at;5.11067;4.64816;4.89334;4.69165;4.72634;4.88637;5.02308;4.85338;
250492_at;6.15182;6.29123;6.21381;6.19751;6.78374;6.2409;6.27434;6.20887;
250493_at;4.22513;4.5191;4.4526;5.08703;3.97819;4.1257;4.38053;3.77246;
250494_at;7.22491;7.26077;6.92995;7.04579;7.1376;7.48551;7.26364;7.06774;
250495_at;8.84507;9.02827;9.1161;9.30588;8.23626;7.46453;7.46865;7.98934;
250496_at;9.57889;9.81995;9.60965;9.81925;11.24535;11.40736;11.3564;11.10318;
250497_at;5.12703;5.04495;5.18247;5.22587;4.98513;5.2406;5.7755;5.58467;
250498_at;5.5427;5.46332;5.71947;5.79041;12.74212;12.35684;12.38808;12.64875;
250499_at;3.86699;3.84106;3.88237;3.59704;4.07066;3.80409;3.78102;3.61956;
250500_at;11.61923;11.44584;11.5213;11.25017;6.64363;7.36932;6.44476;6.21117;
250501_at;3.56293;3.82092;3.75416;3.9023;3.50403;3.68665;3.76395;3.72621;
250502_at;8.31057;8.15229;8.89194;8.79562;9.40177;9.00264;9.19933;9.45801;
250503_at;5.86096;5.8723;5.64793;5.96056;7.7182;7.54916;7.01928;7.60254;
250504_at;4.29703;4.59124;4.58733;4.73116;4.94929;4.98797;4.60956;4.82155;
250505_at;8.18525;8.24207;8.46172;8.48881;9.77931;9.66114;9.60652;9.67999;
250506_at;3.67239;3.57718;3.71262;3.54558;4.56998;4.78132;5.63371;5.1374;
250507_at;3.92788;3.89002;3.80189;3.85226;3.9054;4.59803;4.72431;4.3184;
250508_at;4.58547;4.49795;4.60587;4.48041;4.80754;5.05357;4.58421;4.69011;
250509_at;3.5565;3.6995;3.85376;3.72078;4.16715;4.0868;4.37297;4.56726;
250510_at;8.1454;8.03403;7.98347;8.0964;7.38708;7.10447;7.38276;7.31342;
250511_at;8.26989;8.38768;7.88978;8.12359;7.87699;7.68208;7.68415;7.5226;
250512_at;6.76792;6.76307;6.87707;6.69136;6.76618;5.41529;5.61866;5.87744;
250513_at;8.92781;8.78206;9.11342;8.90313;8.10662;8.13758;8.01484;8.06454;
250485_at;3.51997;3.78766;3.43324;3.45529;5.00258;4.96761;5.77012;5.48015;
250454_at;7.93142;8.0897;7.87728;7.98804;7.58584;8.45821;8.68476;8.04874;
250455_at;7.13461;7.18114;7.86284;7.8771;3.60328;4.03448;3.65266;3.40403;
250456_at;10.27478;10.32958;10.20378;10.30623;9.7368;9.28558;9.28228;9.56653;
250457_at;8.71077;8.70178;8.69526;8.44262;8.68357;8.81812;8.80959;8.76283;
250458_s_at;12.24088;12.15342;12.41859;12.37457;11.51727;11.47651;11.33735;11.65836;
250459_at;7.25907;7.4719;7.36379;7.45982;8.16511;8.08432;8.08122;7.92888;
250460_at;8.71094;8.44392;8.74381;8.33621;8.36893;8.98259;8.89355;8.48541;
250461_at;7.94808;7.83816;7.75555;7.84092;7.98269;8.10203;7.8838;7.87565;
250462_at;7.61833;7.51041;7.71693;7.62577;6.90036;6.89778;6.0585;6.59385;
250463_at;7.57291;7.38269;6.68818;6.76525;7.39675;7.80867;7.75102;7.28105;
250464_at;3.43394;3.73772;3.4481;3.59227;3.35504;3.39557;3.30778;3.28621;
250465_at;7.62071;7.49353;7.54529;7.43163;8.07101;8.07004;8.00498;8.14138;
250466_at;3.55444;3.5253;3.49507;3.44336;3.96012;3.55861;3.6323;3.76648;
250467_at;5.52625;5.72812;5.51561;5.47477;4.52868;4.68445;5.14455;5.13902;
250468_at;3.11237;2.97697;3.12443;3.06355;3.10183;3.53334;3.28881;3.12045;
250469_at;9.01107;9.05537;9.45437;9.39767;4.50985;4.85491;5.16612;5.22563;
250470_at;9.17756;9.1217;9.0691;9.1105;8.64019;7.33935;7.27049;7.91726;
250471_at;6.4032;6.59559;7.20572;7.02089;6.07243;6.00398;5.31687;5.09205;
250472_at;7.23795;7.42355;8.11915;8.13614;4.73418;4.55218;4.93546;4.49911;
250473_at;3.45489;3.43374;3.44692;3.41462;3.44171;3.43435;3.75184;3.41989;
250474_at;7.38788;7.68306;6.26313;6.46634;3.65547;3.74549;3.52306;3.55094;
250475_at;6.5684;6.82663;9.8808;9.86504;9.52668;8.95532;9.03275;9.3684;
250476_at;4.75382;4.78488;4.91828;5.08462;5.01623;5.25471;5.12259;5.19016;
250477_at;7.38633;7.13937;7.53035;7.44157;6.40147;5.94011;5.83602;6.37039;
250478_at;3.79498;3.78231;3.83211;3.63743;5.85508;5.92541;5.57747;5.46175;
250479_at;5.51377;5.69913;5.47012;5.77023;4.60356;4.93784;5.01894;4.85416;
250480_at;7.19669;7.26446;7.34346;7.25106;7.134;7.34627;7.21218;7.3043;
250481_at;4.17962;4.48462;4.15149;4.40821;5.03916;4.92493;4.64468;5.06987;
250482_at;5.12861;5.09324;4.61934;5.18528;6.42654;6.53157;6.32301;6.1858;
250483_at;8.06805;8.11609;7.93772;7.88941;5.8417;5.983;5.97868;5.62335;
250484_at;7.74272;8.07081;7.95285;8.16207;8.22562;8.7434;8.26595;7.98194;
250450_at;7.1081;6.98045;6.74242;6.44092;4.71215;4.77988;4.78012;4.65748;
250451_at;7.20411;7.21203;7.552;7.39754;7.10559;6.91432;7.30563;7.33803;
250452_at;7.1966;7.13885;7.06764;7.29891;7.43084;7.38492;7.4316;7.28756;
250453_at;5.1352;5.39907;5.10179;5.33198;5.80977;5.9174;5.63886;5.63922;
250423_s_at;6.16109;6.52991;5.90154;6.19087;4.79893;4.44577;5.23755;5.39415;
250424_at;9.33076;9.16671;9.23035;9.09531;8.49275;8.40552;8.42233;8.51186;
250425_at;5.00125;5.15965;3.99605;3.91852;4.26597;4.53329;4.37119;4.3421;
250426_at;6.7821;6.69677;7.21483;7.07276;5.06021;4.64692;4.67908;4.41699;
250427_at;3.19031;3.2267;3.41491;3.19061;3.04379;3.25432;3.10192;3.20664;
250428_at;9.52827;9.69619;9.55544;9.45853;9.26697;8.76305;8.66957;8.98786;
250429_at;7.08409;7.09885;7.22131;7.05745;9.80176;10.23776;10.19168;10.22705;
250430_at;7.76193;7.92016;7.63755;7.71681;8.34378;8.13519;8.12205;8.33966;
250431_at;4.47559;4.49346;4.63619;4.51348;4.27185;4.31899;4.21999;4.62155;
250432_at;3.68056;3.74312;3.67657;3.81793;3.64245;3.68363;3.73896;3.74295;
250433_at;4.90817;4.71237;4.44372;4.35228;4.94658;4.73341;4.26397;4.13324;
250434_at;8.47362;8.52984;8.76376;8.75274;8.88457;8.21654;7.72301;8.21766;
250435_at;5.03681;4.8285;6.3451;6.69204;6.43177;6.72535;8.47284;8.25436;
250436_at;8.4759;8.33249;8.04799;7.95748;8.46182;8.3514;8.49491;8.23118;
250437_at;11.44908;11.20059;10.7994;10.7934;6.59913;6.08678;5.78172;6.04919;
250438_at;10.59156;10.71563;10.36553;10.40596;5.5031;5.75996;5.37952;5.18581;
250439_at;11.80195;11.74317;11.51021;11.40587;10.87425;10.28477;10.29746;10.41159;
250440_at;11.75151;11.79714;12.00645;12.01581;11.48785;10.72926;10.62279;11.25279;
250441_at;8.6603;8.62702;8.21725;8.63302;8.5334;8.73845;8.78313;8.60773;
250442_at;6.43627;6.42927;6.35227;6.63601;8.12282;8.61443;8.44856;8.25851;
250443_at;7.05541;7.18597;7.39898;7.59032;5.59876;6.0654;5.53281;5.55168;
250444_at;8.17199;8.23876;7.88929;8.03694;8.2325;8.49356;8.39478;8.26469;
250445_at;3.5088;3.61266;3.5579;3.40675;4.15639;4.56898;4.73355;4.75112;
250446_at;7.42431;8.36459;6.62745;7.7651;7.02169;7.57449;6.77371;6.89035;
250447_at;3.8227;3.89871;3.84196;3.76655;4.04428;4.04347;3.92056;4.20617;
250448_at;8.13335;8.49956;8.25642;8.45884;6.11349;6.30038;5.74253;6.13805;
250449_at;8.90542;8.87727;9.21837;9.48441;6.03804;5.69803;5.95246;5.8355;
250422_at;9.77642;9.44568;9.64144;9.48777;9.51833;9.7455;9.47823;9.34729;
250391_at;5.22483;5.01032;4.74405;5.00405;4.77554;4.94669;5.34046;4.94098;
250392_at;3.51998;3.56771;3.53654;3.55548;3.67283;3.43238;3.40496;3.86379;
250393_at;5.00444;5.00835;5.09395;5.01091;5.27829;5.47979;5.20832;5.09158;
250394_at;6.68416;6.44619;6.55717;6.3312;7.67192;7.40098;7.12731;7.69479;
250395_at;5.09383;5.14799;4.89665;4.99108;5.41282;5.10015;5.23714;4.9706;
250396_at;6.28754;6.27698;5.51717;5.31406;5.38989;5.29896;4.93306;4.65198;
250397_at;11.58052;11.85779;11.44805;11.63527;10.68124;9.94767;9.67852;10.21484;
250398_at;7.76845;7.70022;7.23868;7.56951;6.81557;6.86346;6.82135;6.66321;
250399_at;7.82352;7.93227;8.66572;8.63451;7.09018;6.89587;7.04312;7.21256;
250400_at;7.94838;7.7537;7.61395;7.47942;6.8705;7.20403;7.84131;7.48263;
250401_at;10.21171;9.92872;10.13064;9.95734;9.00915;9.24743;9.39581;9.23911;
250402_at;7.87054;7.7441;7.93891;7.54423;7.89911;7.79652;7.72833;7.81332;
250403_at;7.99554;8.06915;8.0427;8.20918;8.64753;8.42283;8.57695;8.34764;
250404_at;11.07602;10.99728;10.69043;10.68731;10.28275;9.52518;9.71032;9.99816;
250405_at;6.65653;6.68584;6.35879;6.7468;6.18652;6.79357;6.0077;6.34222;
250406_at;6.68892;7.06015;6.77836;7.15685;6.94321;4.82901;5.84771;6.53252;
250407_at;7.57869;7.74974;7.4408;7.64123;6.96354;6.81025;6.24703;6.81451;
250408_at;6.90309;6.97388;6.09328;6.21479;6.48475;6.29162;6.9152;7.09978;
250409_at;11.42903;11.43205;11.02887;11.20203;9.74895;8.294;8.49311;9.46282;
250410_at;6.71891;6.79302;6.85969;6.99137;7.59317;7.08553;7.08527;7.35459;
250411_at;3.69877;3.6795;3.67883;3.70175;3.47596;3.73178;3.49529;3.48889;
250412_at;7.43553;7.16676;6.88801;7.06743;6.27416;5.95979;6.52917;6.08573;
250413_at;4.75473;4.85181;4.89702;5.20138;7.03517;7.84667;6.97032;6.73714;
250414_at;3.97571;3.89388;3.99187;3.84263;3.97789;3.92529;3.85436;4.0484;
250415_at;4.47716;4.54405;4.79471;4.49389;3.69034;3.63076;3.48636;3.42947;
250416_at;3.17058;3.17207;3.14076;3.34497;3.10447;3.0436;3.18413;3.14616;
250417_at;8.69236;8.74109;8.53888;8.51851;4.97856;5.39963;5.26755;5.30704;
250418_at;6.4239;6.26437;6.74129;6.62912;6.8095;6.93032;6.71889;6.49489;
250419_at;6.08707;6.14311;6.34572;6.10871;5.87167;6.21901;5.95187;6.07473;
250420_at;7.14714;7.1614;6.98495;6.81048;5.93952;4.77075;5.29469;5.79326;
250421_at;6.25655;6.35485;6.12212;6.13081;8.18748;8.30819;8.26163;8.49633;
250387_at;3.38154;3.36567;3.44389;3.5451;3.21937;3.12888;3.24413;3.28287;
250388_at;3.59464;3.5044;3.4142;3.55311;3.25492;3.78895;3.85712;3.58719;
250389_at;3.89087;3.66626;4.00823;3.71385;4.22103;3.97088;3.80525;3.78952;
250390_at;8.6488;8.66345;8.66443;8.80605;8.73444;8.88088;8.9606;8.69199;
250359_at;6.56696;6.68323;6.58305;6.5556;6.68424;6.73248;6.56078;6.46515;
250360_at;4.193;4.12071;4.18277;4.03294;4.04985;4.14422;4.25357;4.34558;
250361_at;3.59708;3.58275;3.49403;3.64037;3.44964;3.54054;3.7978;3.36956;
250362_at;6.41268;6.45865;6.24279;6.33965;7.17337;7.72839;7.30819;7.17279;
250363_at;7.41001;7.49447;7.46065;7.43493;7.07414;7.1363;7.12947;7.02536;
250364_at;3.51585;3.48906;3.73376;3.62267;3.48079;3.34802;3.64248;3.86048;
250365_at;2.98336;2.95557;2.95187;3.03905;3.37618;3.39111;3.63647;3.26578;
250366_at;8.43542;8.29038;8.06032;7.93207;10.6211;10.04423;9.89063;9.93394;
250367_s_at;10.36105;10.42678;10.40536;10.33188;10.48267;10.03637;9.71056;9.92856;
250368_at;9.31322;9.19967;9.2524;8.89574;8.2241;7.2177;7.06524;7.8142;
250369_at;5.88976;5.96017;6.30052;6.12947;5.17865;5.09241;4.72019;5.15622;
250370_at;6.30638;6.16689;6.53058;6.25597;7.11359;7.43742;7.2906;7.14225;
250371_at;6.49365;6.83674;6.49466;6.63449;9.64046;8.97854;9.09441;9.25511;
250372_at;5.853;6.52435;5.81824;5.79812;6.03838;5.95368;6.21344;6.41077;
250373_at;4.27355;4.11123;4.21826;4.24313;4.28294;4.00945;4.33009;4.24881;
250374_at;5.7611;5.41265;5.39801;5.36356;6.05585;6.22098;5.66521;6.13762;
250375_at;6.88145;6.97178;5.79687;6.2065;5.06228;5.77039;5.29521;5.14003;
250376_at;4.9712;5.11606;4.96143;4.78842;6.87663;5.86068;5.66624;6.1245;
250377_at;10.54073;10.49046;10.68292;10.48313;9.62287;9.80392;9.4712;9.43942;
250378_at;4.44062;4.50736;3.95704;3.83828;3.69381;4.05113;3.8172;3.66288;
250379_at;4.8879;4.93237;4.95025;4.92663;4.76052;4.80319;4.93297;4.71326;
250380_at;6.17558;5.7049;5.36763;5.39339;5.44459;6.03261;6.39693;5.47208;
250381_at;4.42351;4.58563;4.41249;4.60516;5.09256;4.95037;4.97578;5.43458;
250382_at;6.36735;6.33876;6.34333;6.09601;5.95825;6.45402;6.25774;5.88106;
250383_at;6.93134;7.30059;7.21008;7.06229;9.62145;8.77354;8.52545;9.17785;
250384_at;10.693;10.49172;10.42988;10.35079;10.10176;9.91936;9.82447;10.26619;
250385_at;10.46329;10.58689;10.55087;10.50623;9.25918;9.62026;9.92671;9.79928;
250386_at;6.37315;6.20576;6.57485;6.33024;6.4267;6.72554;6.0551;5.92665;
250352_at;9.13747;9.08956;9.12253;9.03276;8.82889;8.99717;8.82764;8.95529;
250353_at;8.32522;8.46783;8.2998;8.46009;8.04267;6.61832;6.86399;7.56232;
250354_at;8.38408;8.2928;8.1093;8.17886;7.25655;7.04353;7.02713;7.23253;
250355_at;9.19448;9.05473;9.12196;8.93016;8.45643;8.74937;8.62369;8.73256;
250356_at;9.62931;9.44023;9.5784;9.44199;9.27735;9.39594;9.50233;9.39536;
250357_at;7.30046;7.60464;7.42474;7.57167;6.97151;7.50329;7.48866;7.12881;
250358_at;11.58228;11.53874;12.39008;12.26505;10.81057;9.23328;8.92106;9.93016;
250328_at;4.41405;4.48752;4.67195;4.25418;5.06647;4.86556;4.54211;4.4;
250329_at;7.58379;7.48878;7.67769;7.45068;7.05642;7.6357;7.21442;6.94855;
250330_at;8.69561;8.64543;8.55743;8.70817;8.25745;8.23862;8.33671;8.28459;
250331_at;4.0188;4.11161;3.95588;4.05376;4.02728;4.0045;3.97411;4.17132;
250332_at;8.89866;8.73798;9.12112;8.88909;8.69626;7.9117;8.49102;8.98457;
250333_at;6.97741;7.20523;6.78967;7.14398;7.25362;7.78505;7.77558;7.3573;
250334_at;12.05528;11.9744;12.06096;12.00441;11.38652;10.19096;10.35038;11.41479;
250335_at;8.46131;8.0343;9.2984;9.08114;7.21663;7.84135;8.39454;8.09774;
250336_at;8.45053;8.41952;8.21927;8.04164;8.37943;8.44471;8.7623;8.44929;
250337_at;8.37497;8.17379;8.33899;8.07144;8.73079;9.3574;8.9327;8.67917;
250338_at;7.85114;7.98785;7.59635;8.04322;8.15882;8.02008;7.95696;8.17786;
250339_at;12.50918;12.35121;12.56604;12.44641;9.52469;9.40765;8.9904;9.02104;
250340_at;7.20275;7.35359;7.01565;6.9853;8.82428;8.12771;8.2342;8.84361;
250341_at;7.90034;8.11546;7.98216;7.79361;6.89477;6.87822;6.77371;6.88537;
250342_at;5.88601;6.08658;5.84637;6.0712;4.91993;5.01357;4.96964;5.27866;
250343_at;8.16036;8.013;8.27858;8.04148;7.76895;7.42172;7.54783;7.645;
250344_at;4.65271;4.57408;4.91121;4.80069;4.52467;4.24411;4.42077;4.14355;
250345_at;4.03726;4.01632;4.15993;3.98999;3.82949;4.19523;3.76678;3.96009;
250346_at;8.08177;7.78315;8.10795;8.2749;9.2683;9.4664;9.70688;9.50822;
250347_at;8.75045;8.60844;8.36741;8.32164;8.02827;7.67022;8.05024;7.96173;
250348_at;4.81994;4.82484;5.35911;5.03729;4.24056;3.98373;4.16979;4.00096;
250349_at;4.4654;4.40052;4.52374;4.36835;4.7895;4.64999;4.63328;4.49855;
250350_at;7.86589;7.74235;7.80376;8.35109;7.52428;7.65129;7.72811;7.80529;
250351_at;3.71038;3.84597;7.11284;7.0591;4.05452;4.31556;4.68002;5.34993;
